Ciudad Vieja,-34.910648,-56.200458
Ciudad Vieja,-34.910211,-56.204658
Ciudad Vieja,-34.911703,-56.210773
Ciudad Vieja,-34.909839,-56.214195
Ciudad Vieja,-34.906343,-56.215283
Ciudad Vieja,-34.901569,-56.202808
Ciudad Vieja,-34.905723,-56.201064
Ciudad Vieja,-34.908468,-56.200126
Ciudad Vieja,-34.910648,-56.200458
Tres Cruces,-34.893296,-56.171464
Tres Cruces,-34.893102,-56.168894
Tres Cruces,-34.891996,-56.168999
Tres Cruces,-34.891924,-56.167647
Tres Cruces,-34.890870,-56.167755
Tres Cruces,-34.890779,-56.166661
Tres Cruces,-34.889844,-56.166787
Tres Cruces,-34.889671,-56.165438
Tres Cruces,-34.889409,-56.165461
Tres Cruces,-34.886292,-56.163870
Tres Cruces,-34.889512,-56.160370
Tres Cruces,-34.891906,-56.158848
Tres Cruces,-34.894898,-56.165133
Tres Cruces,-34.902133,-56.164305
Tres Cruces,-34.901929,-56.165136
Tres Cruces,-34.902079,-56.169085
Tres Cruces,-34.900410,-56.169251
Tres Cruces,-34.897041,-56.171130
Tres Cruces,-34.893297,-56.171467
